ORDCOM;TO_CHAR(O.FECORD,'DD-MM-YYYY');CANTOT;UNIMED;NOMPRO;TO_CHAR(DP.FECHA_PLANIFICACION,'DD-MM-YYYYHH:MM:SS');VOL_PLANIFICADO
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:06;0,18
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:33;0,96
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;16-03-2020 11:03:51;2,50
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:27;4,50
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:05;20,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:18;1,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:53;0,60
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:37;2,50
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:04;1,28
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:29;20,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;16-03-2020 11:03:06;0,92
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:49;20,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:30;52,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:12;26,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 10:03:06;52,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;04-03-2020 04:03:31;380,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;04-03-2020 02:03:48;214,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:22;20,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:37;4,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:34;1,50
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:07;1,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:42;1,20
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:14;1,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:55;2,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:28;1,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:09;3,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:43;1,20
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:14;0,25
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:48;0,21
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:20;0,50
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:46;0,40
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 04:03:16;30,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 04:03:53;15,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;06-03-2020 03:03:08;5,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;09-03-2020 10:03:35;1,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;09-03-2020 10:03:35;4,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:51;1,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;05-03-2020 11:03:28;15,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;24-03-2020 09:03:12;250,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;25-03-2020 09:03:29;20,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;16-03-2020 01:03:28;2,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;16-03-2020 01:03:59;3,00
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;18-03-2020 07:03:57;2,50
20CAL00225;28-01-2020;1100,00;TM;INVERSIONES TOP SUMINISTROS, C.A;11-03-2020 01:03:15;30,00
20CAL00228;29-01-2020;159,00;TM;INVERSIONES Y DISTRIBUIDORA CACHO Y CARNE C.A;04-02-2020 04:02:57;30,00
20CAL00228;29-01-2020;159,00;TM;INVERSIONES Y DISTRIBUIDORA CACHO Y CARNE C.A;18-02-2020 03:02:49;69,00
20CAL00228;29-01-2020;159,00;TM;INVERSIONES Y DISTRIBUIDORA CACHO Y CARNE C.A;04-02-2020 04:02:08;30,00
20CAL00228;29-01-2020;159,00;TM;INVERSIONES Y DISTRIBUIDORA CACHO Y CARNE C.A;04-02-2020 04:02:27;30,00
20CAL00228;29-01-2020;159,00;TM;INVERSIONES Y DISTRIBUIDORA CACHO Y CARNE C.A;04-02-2020 04:02:51;30,00
20CAL00228;29-01-2020;159,00;TM;INVERSIONES Y DISTRIBUIDORA CACHO Y CARNE C.A;04-02-2020 04:02:40;39,00
20CAL00228;29-01-2020;159,00;TM;INVERSIONES Y DISTRIBUIDORA CACHO Y CARNE C.A;04-03-2020 02:03:42;90,00
20CAL00229;29-01-2020;265,00;TM;GRANVEN, C.A;04-03-2020 02:03:47;60,00
20CAL00229;29-01-2020;265,00;TM;GRANVEN, C.A;05-02-2020 08:02:48;60,00
20CAL00229;29-01-2020;265,00;TM;GRANVEN, C.A;05-02-2020 08:02:23;30,00
20CAL00229;29-01-2020;265,00;TM;GRANVEN, C.A;05-02-2020 08:02:49;30,00
20CAL00229;29-01-2020;265,00;TM;GRANVEN, C.A;05-02-2020 08:02:39;25,00
20CAL00229;29-01-2020;265,00;TM;GRANVEN, C.A;05-02-2020 08:02:22;120,00
20CAL00230;29-01-2020;318,00;TM;AGRO ALIMENTOS SAN JUDAS TADEO 2020 C.A;04-02-2020 04:02:07;60,00
20CAL00230;29-01-2020;318,00;TM;AGRO ALIMENTOS SAN JUDAS TADEO 2020 C.A;03-03-2020 02:03:38;60,00
20CAL00230;29-01-2020;318,00;TM;AGRO ALIMENTOS SAN JUDAS TADEO 2020 C.A;04-02-2020 04:02:03;90,00
20CAL00230;29-01-2020;318,00;TM;AGRO ALIMENTOS SAN JUDAS TADEO 2020 C.A;04-02-2020 04:02:35;30,00
20CAL00230;29-01-2020;318,00;TM;AGRO ALIMENTOS SAN JUDAS TADEO 2020 C.A;04-02-2020 04:02:19;18,00
20CAL00230;29-01-2020;318,00;TM;AGRO ALIMENTOS SAN JUDAS TADEO 2020 C.A;03-03-2020 02:03:04;78,00
20CAL00230;29-01-2020;318,00;TM;AGRO ALIMENTOS SAN JUDAS TADEO 2020 C.A;04-02-2020 04:02:52;120,00
20CAL00231;29-01-2020;159,00;TM;INDUSTRIA PROCESADORA DE ALIMENTOS CALABOZO (INPROALCA) C.A.;04-02-2020 04:02:10;0,00
20CAL00231;29-01-2020;159,00;TM;INDUSTRIA PROCESADORA DE ALIMENTOS CALABOZO (INPROALCA) C.A.;11-03-2020 12:03:00;159,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;05-02-2020 01:02:13;60,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;04-02-2020 02:02:23;60,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;04-02-2020 02:02:58;16,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;11-02-2020 11:02:57;30,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;04-02-2020 02:02:13;30,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;05-02-2020 01:02:55;90,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;18-02-2020 02:02:40;30,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;18-02-2020 02:02:42;40,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;18-02-2020 02:02:34;90,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;20-02-2020 04:02:07;10,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;05-02-2020 01:02:09;150,00
20CAL00232;29-01-2020;636,00;TM;AGROINDUSTRIAS EL INTENTO, C.A.;04-02-2020 02:02:31;30,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;05-03-2020 11:03:29;30,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;05-03-2020 11:03:33;30,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;05-03-2020 11:03:55;30,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;05-03-2020 11:03:36;66,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;05-03-2020 11:03:16;60,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;04-03-2020 04:03:23;90,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;03-04-2020 11:04:21;36,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;02-04-2020 12:04:01;150,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;04-02-2020 03:02:04;90,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;04-02-2020 03:02:24;30,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;05-02-2020 02:02:51;60,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;06-02-2020 09:02:54;60,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;05-03-2020 11:03:00;30,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;06-02-2020 09:02:27;30,00
20CAL00233;29-01-2020;636,00;TM;ASOCIACION CIVIL ASOPROVE XXI;06-02-2020 09:02:08;90,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;07-05-2020 11:05:13;216,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;07-05-2020 11:05:48;180,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;07-05-2020 11:05:57;90,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;07-05-2020 09:05:33;486,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;03-06-2020 07:06:00;276,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;03-06-2020 07:06:17;210,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;06-07-2020 07:07:51;136,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;02-04-2020 12:04:50;36,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;02-04-2020 12:04:10;450,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;03-03-2020 02:03:10;200,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;04-03-2020 03:03:22;150,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;04-03-2020 03:03:16;270,00
20CAL00234;29-01-2020;636,00;TM;INVERSIONES HAR, C.A.;04-03-2020 03:03:59;16,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:50;60,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:21;30,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:06;30,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:05;6,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 11:02:32;300,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:52;120,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:51;30,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:24;30,00
20CAL00235;29-01-2020;636,00;TM;ALIMENTOS EL MAIZAL, C.A.;04-02-2020 04:02:51;30,00
20CAL00243;31-01-2020;945,00;TM;ALIMENTOS POLAR COMERCIAL, C.A.;04-02-2020 01:02:52;472,50
20CAL00243;31-01-2020;945,00;TM;ALIMENTOS POLAR COMERCIAL, C.A.;03-02-2020 03:02:01;472,50
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:16;116,64
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:47;145,80
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:57;116,40
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:05;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:28;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:35;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:55;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:33;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 10:02:23;90,00
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-02-2020 05:02:13;145,80
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-02-2020 03:02:14;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 10:02:55;145,80
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 11:02:51;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 11:02:58;87,48
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 11:02:02;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 11:02:54;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 01:02:13;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 01:02:07;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 01:02:02;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;18-02-2020 11:02:47;180,00
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:51;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:42;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:58;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:04;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:36;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;06-03-2020 03:03:45;87,48
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:54;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:41;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:58;87,48
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;06-03-2020 02:03:06;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:13;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:13;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;10-03-2020 08:03:48;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:04;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:04;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;05-03-2020 11:03:51;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;02-03-2020 03:03:55;600,00
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;03-03-2020 04:03:03;145,80
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;04-03-2020 08:03:31;600,00
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;09-03-2020 09:03:19;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;10-03-2020 08:03:32;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;10-03-2020 08:03:13;29,60
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;02-04-2020 09:04:00;119,40
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;23-03-2020 08:03:28;1780,00
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-03-2020 11:03:28;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-03-2020 11:03:26;58,32
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-03-2020 11:03:08;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-03-2020 11:03:44;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-03-2020 11:03:41;87,48
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-03-2020 11:03:33;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;17-03-2020 11:03:55;29,16
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;02-04-2020 08:04:17;1060,86
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;02-04-2020 08:04:15;344,00
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;02-04-2020 08:04:26;87,48
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:16;145,80
20CAL00244;31-01-2020;5760,00;TM;MOCASA MOLINOS CARABOBO S.A.;11-02-2020 04:02:11;145,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 03:02:48;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 03:02:40;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:00;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:46;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:16;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:44;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:42;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:14;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:38;5,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:59;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:44;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:50;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:35;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:54;172,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:26;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:20;115,20
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:29;172,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:10;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:16;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;17-02-2020 03:02:21;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;17-02-2020 04:02:58;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;17-02-2020 04:02:35;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;17-02-2020 04:02:43;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 11:02:30;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 10:02:01;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 10:02:22;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 11:02:49;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 10:02:22;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 10:02:09;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 10:02:53;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 11:02:01;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 10:02:50;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 11:02:30;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 10:02:05;57,60
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 11:02:45;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 11:02:52;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;18-02-2020 11:02:33;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:55;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;11-02-2020 04:02:30;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;05-03-2020 11:03:00;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;05-03-2020 11:03:30;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;05-03-2020 11:03:24;28,80
20CAL00245;31-01-2020;5704,39;TM;INDUSTRIAS INTEGRADAS DE ALIMENTOS INALSA, S.A;05-03-2020 11:03:15;28,80
